#Name,Association,Age (Myr),P (d), Rp (R_Earth),Rp_err (R_Earth),sma (AU),sma_err (AU),Iflux (Earth flux),Iflux_err (Earth flux),Mstar,Mstar_err,Rstar,Rstar_err,Teff,Teff_err
K2-39 b,,,4.60543,6.14488,1.64595,0.04717,0.013341,2027.267161,1555.981943,0.66,0.56,2.97,0.77,4881.0,20.0
Kepler-1096 b,,,2.892218,1.218003,0.362109,0.034592,0.000524,102.736722,8.82572,0.66,0.03,0.63,0.03,4306.0,53.07
Kepler-1630 b,,,509.997402,2.139735,0.197514,1.087755,0.027469,0.152041,0.02824,0.66,0.05,0.63,0.05,4736.0,97.3
NGTS-5 b,,,3.356987,12.465328,0.252379,0.0382,0.0013,209.116787,16.787357,0.66,0.07,0.74,0.01,4987.0,41.0
K2-212 b,,,9.79551,2.468925,0.120703,0.0785,0.0006,20.573448,1.017585,0.67,0.02,0.65,0.01,4272.0,38.0
Kepler-580 b,,,8.22242,2.512817,0.285298,0.069769,0.001041,25.869931,2.147175,0.67,0.03,0.64,0.02,4298.0,49.14
Kepler-801 b,,,11.419283,1.953194,0.098757,0.086847,0.001296,18.341705,1.982168,0.67,0.03,0.63,0.03,4435.0,45.95
WASP-25 b,,,3.76483,11.74111,1.0973,0.041447,0.004536,366.910425,111.747523,0.67,0.22,0.8,0.08,5750.0,100.0
K2-21 b,,,9.325038,1.799572,0.098757,0.076,0.003,20.940731,2.830125,0.68,0.07,0.65,0.03,4222.06,88.15
K2-21 c,,,15.50192,2.436006,0.186541,0.107,0.004,10.564561,1.442348,0.68,0.07,0.65,0.03,4222.06,88.15
K2-57 b,,,9.0063,2.051951,0.241406,0.0746,0.002,24.053772,4.297341,0.68,0.06,0.62,0.05,4434.0,61.0
Kepler-753 b,,,5.747725,1.86541,0.241406,0.055225,0.000812,44.525015,3.694929,0.68,0.03,0.65,0.02,4346.0,51.36
EPIC 212737443 b,,,13.603,2.534763,0.120703,0.098,0.004,20.270278,2.464278,0.69,0.04,0.67,0.02,4684.0,79.0
EPIC 212737443 c,,,65.55,2.63352,0.142649,0.28,0.006,2.483109,0.247719,0.69,0.04,0.67,0.02,4684.0,79.0
K2-116 b,,,4.655411,0.680326,0.043892,0.048,0.002,62.756659,9.145494,0.69,0.07,0.67,0.03,4348.35,87.78
K2-120 b,,,9.562742,1.964167,0.131676,0.078,0.003,23.799739,4.046401,0.69,0.07,0.67,0.04,4349.9,101.62
K2-126 b,,,7.385655,1.931248,0.120703,0.0656,0.0004,31.352512,2.854382,0.69,0.01,0.65,0.01,4339.0,92.0
K2-266 b,,,0.658524,3.226062,1.766653,0.01306,0.00021,872.584997,69.23514,0.69,0.03,0.7,0.02,4285.0,57.0
K2-266 c,,,7.814,0.691299,0.098757,0.0679,0.0011,32.281562,2.584005,0.69,0.03,0.7,0.02,4285.0,57.0
K2-266 d,,,14.697,2.863953,0.131676,0.1035,0.0017,13.893555,1.103944,0.69,0.03,0.7,0.02,4285.0,57.0
K2-266 e,,,19.482,2.677412,0.131676,0.1249,0.002,9.540458,0.756239,0.69,0.03,0.7,0.02,4285.0,57.0
Kepler-16 b,,,228.776,8.273642,0.032919,0.7048,0.0011,0.30049,0.040526,0.69,0.0,0.65,0.0,4450.0,150.0
Kepler-62 b,,,5.714932,1.283841,0.043892,0.0553,0.0005,70.995257,6.134209,0.69,0.02,0.64,0.02,4925.0,70.0
Kepler-62 c,,,12.4417,0.526704,0.032919,0.0929,0.0009,25.156381,2.180625,0.69,0.02,0.64,0.02,4925.0,70.0
Kepler-62 d,,,18.16406,1.909302,0.065838,0.12,0.001,15.077075,1.298404,0.69,0.02,0.64,0.02,4925.0,70.0
Kepler-62 e,,,122.3874,1.580112,0.043892,0.427,0.004,1.190759,0.103051,0.69,0.02,0.64,0.02,4925.0,70.0
Kepler-62 f,,,267.291,1.382598,0.065838,0.718,0.007,0.421144,0.036518,0.69,0.02,0.64,0.02,4925.0,70.0
POTS-1 b,,,3.16063,10.325593,0.515731,0.03734,0.0009,84.306452,16.856657,0.69,0.05,0.59,0.03,4400.0,200.0
WASP-107 b,,,5.72149,10.31462,0.21946,0.055,0.001,49.965715,6.463871,0.69,0.05,0.66,0.02,4430.0,120.0
Wolf 503 b,,,6.00118,1.986113,0.076811,0.0571,0.002,65.075252,7.985624,0.69,0.02,0.69,0.03,4716.0,60.0
K2-130 b,,,2.49412,1.228976,0.197514,0.032,0.001,173.539005,61.335674,0.7,0.07,0.74,0.11,4356.47,196.73
K2-174 b,,,19.562307,2.545736,0.098757,0.126,0.001,10.336233,0.449564,0.7,0.03,0.68,0.01,4455.0,31.0
K2-216 b,,,2.1748,1.711788,0.164595,0.028,0.007,244.935327,58.28204,0.7,0.03,0.72,0.03,4503.0,69.0
K2-35 b,,,5.608352,1.887356,0.131676,0.055,0.002,43.016298,6.407913,0.7,0.07,0.62,0.03,4402.71,95.55
K2-35 c,,,2.399964,1.294814,0.076811,0.031,0.001,135.4051,19.651745,0.7,0.07,0.62,0.03,4402.71,95.55
K2-42 b,,,6.68796,2.106816,0.230433,0.0617,0.0013,43.895313,6.389896,0.7,0.05,0.64,0.04,4613.0,71.0
K2-55 b,,,2.849258,3.741793,0.318217,0.03486,0.00078,116.011695,24.568254,0.7,0.05,0.63,0.05,4456.0,148.0
Kepler-1019 b,,,1.41123,1.42649,0.153622,0.021864,0.000312,326.711102,25.174943,0.7,0.05,0.67,0.04,4433.0,45.09
Kepler-1086 b,,,18.784257,2.392114,0.340163,0.1228,0.00117,9.318369,0.516201,0.7,0.03,0.66,0.02,4350.0,45.98
Kepler-1086 c,,,161.516334,2.874926,0.131676,0.515404,0.004909,0.528985,0.029304,0.7,0.03,0.66,0.02,4350.0,45.98
Kepler-1337 b,,,24.400255,2.359195,0.427947,0.146195,0.002785,7.919246,0.849876,0.7,0.05,0.67,0.05,4523.0,51.15
Kepler-1351 b,,,0.916141,0.636434,0.043892,0.016393,0.000234,584.378558,70.060257,0.7,0.04,0.67,0.04,4439.0,82.58
Kepler-1378 b,,,11.953989,2.150708,0.691299,0.090854,0.000865,18.480981,1.945871,0.7,0.02,0.67,0.02,4407.0,93.22
Kepler-1460 b,,,29.963325,1.920275,0.131676,0.167648,0.002395,5.502055,0.423961,0.7,0.05,0.67,0.04,4422.0,45.02
Kepler-543 b,,,13.89962,2.446979,0.252379,0.100463,0.002392,19.075337,2.387512,0.7,0.05,0.67,0.03,4671.0,85.64
Kepler-661 b,,,6.029301,3.006602,0.208487,0.057568,0.000822,49.289636,5.26288,0.7,0.04,0.67,0.04,4483.0,57.11
Kepler-834 b,,,13.323883,1.97514,0.098757,0.097669,0.001395,17.694539,1.859102,0.7,0.03,0.66,0.03,4554.0,50.38
Kepler-970 b,,,16.736522,2.710331,0.416974,0.113705,0.002166,12.953118,1.499428,0.7,0.05,0.67,0.04,4511.0,70.69
K2-128 b,,,5.675819,1.393571,0.153622,0.056,0.002,69.75053,18.568107,0.71,0.07,0.78,0.08,4469.51,171.97
K2-141 b,,,0.280324,1.481355,0.043892,0.007479,0.000105,3331.990518,315.658334,0.71,0.03,0.68,0.02,4599.0,79.0
K2-141 c,,,7.7485,6.847152,4.49893,0.068371,0.000963,39.868336,3.776953,0.71,0.03,0.68,0.02,4599.0,79.0
K2-17 b,,,17.96753,2.183627,0.197514,0.119,0.002,9.652141,0.83543,0.71,0.05,0.66,0.03,4320.0,56.0
K2-228 b,,,2.69828,1.185084,0.098757,0.0338,0.0003,164.670124,8.898388,0.71,0.02,0.65,0.01,4715.0,48.0
K2-241 b,,,26.8199,2.490871,0.175568,0.1567,0.0008,15.822774,0.682287,0.71,0.01,0.75,0.01,5262.0,43.0
K2-254 b,,,4.09639,1.591085,0.274325,0.0448,0.0005,92.520295,13.866983,0.71,0.03,0.67,0.01,4629.0,168.0
K2-254 c,,,12.11839,2.139735,0.230433,0.0923,0.001,21.796644,3.264802,0.71,0.03,0.67,0.01,4629.0,168.0
K2-255 b,,,1.96417,2.842007,0.274325,0.0274,0.0003,273.142812,17.752275,0.71,0.03,0.69,0.01,4676.0,63.0
Kepler-1022 b,,,10.994699,2.315303,0.274325,0.086334,0.001216,21.819289,1.722965,0.71,0.04,0.68,0.03,4445.0,51.77
Kepler-1105 b,,,4.421572,1.964167,0.241406,0.047037,0.000442,64.313006,3.360985,0.71,0.03,0.68,0.02,4299.0,47.77
Kepler-1265 b,,,6.494413,1.31676,0.131676,0.060779,0.001141,53.359995,5.422934,0.71,0.05,0.69,0.05,4630.0,42.63
Kepler-1450 b,,,54.509417,1.678869,0.131676,0.251018,0.003535,2.769447,0.362754,0.71,0.04,0.68,0.04,4524.0,104.75
Kepler-1536 b,,,364.758031,3.07244,0.515731,0.891375,0.016739,0.196746,0.022785,0.71,0.05,0.67,0.04,4434.0,76.77
WASP-56 b,,,4.6171,10.31462,0.98757,0.048414,0.004773,348.376641,98.004402,0.71,0.21,0.96,0.09,5600.0,100.0
K2-121 b,,,5.185761,7.340937,0.131676,0.0525,0.0003,64.836755,4.687097,0.72,0.01,0.68,0.01,4551.0,74.0
K2-127 b,,,3.588163,8.196831,0.318217,0.0411,0.0002,101.780207,7.338778,0.72,0.01,0.66,0.01,4575.0,74.0
K2-15 b,,,11.8104,2.425033,0.296271,0.091,0.0018,34.868865,6.579075,0.72,0.06,0.68,0.06,5131.0,69.0
K2-180 b,,,8.867209,2.260438,0.153622,0.0753,0.001,67.886058,4.202247,0.72,0.03,0.72,0.01,5358.0,65.0
Kepler-1136 b,,,2.361724,1.602058,0.098757,0.03111,0.000432,178.396357,13.73397,0.72,0.04,0.68,0.03,4512.0,47.76
Kepler-1329 b,,,9.336466,2.128762,0.153622,0.07778,0.00072,29.073832,2.032835,0.72,0.02,0.69,0.02,4500.0,38.83
Kepler-1331 b,,,0.789162,1.031462,0.087784,0.01498,0.000347,789.362658,208.425048,0.72,0.05,0.69,0.05,4508.0,243.21
Kepler-621 b,,,2.628114,2.249465,0.186541,0.033408,0.000309,155.94126,14.012786,0.72,0.03,0.68,0.02,4521.0,73.87
Qatar-9 b,,,1.540731,11.071757,0.153622,0.0234,0.0003,277.948959,13.335478,0.72,0.02,0.7,0.01,4309.0,31.0
WASP-13 b,,,4.35301,13.38706,1.53622,0.046767,0.005413,968.991961,312.114128,0.72,0.25,1.37,0.15,5950.0,70.0
WASP-32 b,,,2.71866,10.53408,1.64595,0.034171,0.005379,989.718211,445.550912,0.72,0.34,0.95,0.15,6140.0,95.0
WASP-59 b,,,7.919585,8.504075,0.746164,0.0697,0.0011,32.262694,6.022442,0.72,0.04,0.61,0.04,4650.0,150.0
GJ 143 b,,,35.61253,2.556709,0.164595,0.1915,0.0063,5.421597,0.740645,0.73,0.07,0.69,0.03,4640.0,100.0
HAT-P-12 b,,,3.21306,10.523107,0.318217,0.0384,0.0003,139.971673,10.997658,0.73,0.02,0.7,0.02,4650.0,60.0
HD 21749 c,,,7.78993,0.87784,0.065838,0.0695,0.0023,41.16188,5.620526,0.73,0.07,0.69,0.03,4640.0,100.0
K2-199 b,,,3.225338,1.832491,0.131676,0.0385,0.0003,131.176354,7.31598,0.73,0.02,0.68,0.01,4648.0,52.0
K2-199 c,,,7.374694,2.721304,0.131676,0.0668,0.0005,43.573665,2.422851,0.73,0.02,0.68,0.01,4648.0,52.0
K2-68 b,,,8.05428,1.547193,0.230433,0.0708,0.0031,42.165471,12.241377,0.73,0.1,0.68,0.09,4746.0,96.0
Kepler-1007 b,,,5.185002,1.404544,0.065838,0.052793,0.000723,70.121245,8.2948,0.73,0.04,0.7,0.03,4587.0,98.48
Kepler-1058 b,,,110.96546,2.666439,0.318217,0.406947,0.007433,1.204723,0.146982,0.73,0.05,0.69,0.04,4644.0,112.73
Kepler-1110 b,,,9.69312,2.600601,0.373082,0.080116,0.001829,35.935476,5.154178,0.73,0.05,0.7,0.05,4781.0,88.04
Kepler-1246 b,,,11.322715,1.327733,0.21946,0.088861,0.001217,24.555477,1.897194,0.73,0.04,0.69,0.04,4611.0,51.31
Kepler-1318 b,,,213.257663,3.039521,0.164595,0.629045,0.008617,0.498658,0.041999,0.73,0.04,0.7,0.03,4598.0,63.77
Kepler-1512 b,,,20.359726,1.152165,0.10973,0.131399,0.0012,8.558115,0.707045,0.73,0.1,0.67,0.06,4372.0,63.7
Kepler-1526 b,,,3.908632,2.381141,0.384055,0.043728,0.000599,100.525882,11.996384,0.73,0.04,0.69,0.03,4601.0,88.57
Kepler-436 b,,,64.00205,2.63352,0.21946,0.339,0.134,1.797533,1.437722,0.73,0.03,0.7,0.03,4651.0,100.0
Kepler-436 c,,,16.797139,2.282384,0.186541,0.115585,0.001583,15.462208,1.924661,0.73,0.03,0.7,0.03,4651.0,100.0
Kepler-615 b,,,10.355847,1.700815,0.098757,0.083728,0.001529,28.729844,2.894686,0.73,0.04,0.69,0.04,4655.0,43.29
Kepler-80 b,,,7.05246,2.611574,0.098757,0.0648,0.0009,42.14887,4.616106,0.73,0.03,0.68,0.02,4540.0,100.0
Kepler-80 c,,,9.52355,2.677412,0.120703,0.0792,0.0011,28.215359,3.090121,0.73,0.03,0.68,0.02,4540.0,100.0
Kepler-80 d,,,3.07222,1.492328,0.087784,0.0372,0.0005,127.89397,13.978205,0.73,0.03,0.68,0.02,4540.0,100.0
Kepler-80 e,,,4.64489,1.569139,0.076811,0.0491,0.0007,73.412999,8.053989,0.73,0.03,0.68,0.02,4540.0,100.0
Kepler-80 f,,,0.986787,1.185084,0.054865,0.0175,0.0002,577.909521,62.631305,0.73,0.03,0.68,0.02,4540.0,100.0
Kepler-80 g,,,14.64558,1.108273,0.131676,0.105491,0.001445,15.903875,1.740253,0.73,0.03,0.68,0.02,4540.0,100.0
Kepler-928 b,,,3.932461,1.558166,0.307244,0.043906,0.000802,111.747733,11.76156,0.73,0.05,0.7,0.04,4650,57.97
K2-209 b,,,2.080615,0.844921,0.098757,0.028852,0.00039,270.786477,20.443742,0.74,0.03,0.71,0.02,4720.0,50.0
K2-247 b,,,2.25021,2.073897,0.186541,0.0304,0.0004,220.189664,59.24219,0.74,0.03,0.69,0.02,4667.0,305.0
K2-247 c,,,6.49424,2.139735,0.241406,0.0615,0.0008,53.801436,14.473748,0.74,0.03,0.69,0.02,4667.0,305.0
K2-295 b,,,4.024867,9.842781,0.120703,0.0451,0.0014,84.651354,7.544455,0.74,0.04,0.7,0.02,4444.0,70.0
K2-64 b,,,6.53044,2.030005,0.252379,0.0619,0.0019,99.76803,23.529264,0.74,0.07,0.73,0.08,5312.0,82.0
Kepler-1053 b,,,2.414352,0.954651,0.043892,0.03186,0.000431,177.788914,20.660005,0.74,0.04,0.69,0.03,4529.0,98.25
Kepler-1146 b,,,2.352266,1.20703,0.098757,0.031312,0.000423,218.228172,16.227766,0.74,0.04,0.7,0.04,4692.0,45.94
Kepler-1195 b,,,8.496422,2.040978,0.186541,0.073712,0.00166,50.793737,8.783403,0.74,0.06,0.71,0.06,4965.0,111.27
Kepler-1200 b,,,1.11855,1.042435,0.076811,0.019076,0.000344,548.880073,70.123395,0.74,0.05,0.7,0.04,4612.0,139.97
Kepler-1540 b,,,125.413118,2.436006,0.186541,0.443551,0.005994,0.926251,0.101582,0.74,0.04,0.69,0.03,4540.0,88.2
Kepler-443 b,,,177.6693,2.30433,0.21946,0.495,0.186,0.922301,0.701852,0.74,0.03,0.71,0.03,4723.0,100.0
Qatar-2 b,,,1.337116,13.760142,0.142649,0.02153,0.0002,550.476431,29.421103,0.74,0.02,0.78,0.01,4645.0,50.0
K2-110 b,,,13.86387,2.501844,0.065838,0.1027,0.0011,25.851831,1.518243,0.75,0.02,0.71,0.01,4950.0,58.0
K2-162 b,,,9.45889,1.404544,0.10973,0.0795,0.0006,37.304204,1.940736,0.75,0.02,0.69,0.01,4842.0,49.0
K2-47 b,,,31.6372,1.854437,0.252379,0.1779,0.0016,10.727807,1.11322,0.75,0.02,0.76,0.03,5054.0,82.0
K2-81 b,,,6.102325,1.931248,0.131676,0.059,0.002,49.031472,9.20191,0.75,0.07,0.63,0.04,4674.13,140.71
Kepler-1042 b,,,10.132026,2.139735,0.153622,0.083264,0.00148,36.210401,4.194626,0.75,0.05,0.72,0.05,4815.0,86.89
Kepler-1048 b,,,6.92101,1.580112,0.087784,0.064581,0.000861,49.529849,5.116116,0.75,0.04,0.7,0.03,4651.0,62.38
Kepler-1059 b,,,3.764191,1.689842,0.142649,0.04303,0.000765,146.124995,19.62031,0.75,0.06,0.72,0.06,4906.0,81.53
Kepler-1062 b,,,9.304121,1.722761,0.098757,0.078664,0.001049,31.859469,2.642298,0.75,0.04,0.7,0.03,4597.0,73.2
Kepler-113 b,,,4.754,1.777626,0.043892,0.050276,0.001341,84.580727,8.51268,0.75,0.06,0.69,0.02,4725.0,74.0
Kepler-113 c,,,8.92507,2.128762,0.054865,0.076513,0.00204,36.52034,3.675612,0.75,0.06,0.69,0.02,4725.0,74.0
Kepler-1465 b,,,31.827711,1.733734,0.340163,0.178592,0.003175,7.10334,0.746617,0.75,0.05,0.71,0.04,4726.0,75.37
Kepler-1579 b,,,0.849908,0.822975,0.054865,0.015955,0.000213,765.696954,63.458353,0.75,0.04,0.7,0.03,4584.0,74.2
Kepler-1608 b,,,16.473569,1.689842,0.186541,0.115129,0.002558,21.882214,3.812725,0.75,0.07,0.72,0.07,4992.0,119.01
Kepler-482 b,,,56.354186,2.315303,0.362109,0.261382,0.004647,3.848405,0.402518,0.75,0.04,0.72,0.03,4871.0,63.64
Kepler-660 b,,,9.273582,2.512817,0.164595,0.078492,0.001395,38.451476,3.80719,0.75,0.05,0.71,0.04,4779.0,49.24
Kepler-866 b,,,2.617033,1.591085,0.120703,0.03377,0.0006,202.903501,21.59231,0.75,0.05,0.71,0.04,4751.0,70.26
Kepler-892 b,,,13.752107,2.754223,0.362109,0.102071,0.001361,22.762911,1.670466,0.75,0.04,0.72,0.04,4747.0,47.29
NGTS-4 b,,,1.337351,3.116332,0.252379,0.019,0.005,1232.00417,656.120879,0.75,0.02,0.84,0.01,5143.0,100.0
HAT-P-20 b,,,2.875317,9.513591,0.362109,0.0361,0.0005,146.730552,13.902928,0.76,0.03,0.69,0.02,4595.0,80.0
HATS-22 b,,,4.722812,10.457269,0.526704,0.05025,0.00042,90.400557,9.012417,0.76,0.02,0.69,0.03,4803.0,55.0
K2-118 b,,,50.92092,2.490871,0.230433,0.245,0.008,3.991073,0.773935,0.76,0.08,0.73,0.05,4726.29,142.64
K2-119 b,,,7.727283,2.479898,0.197514,0.0698,0.0006,47.055883,4.263799,0.76,0.02,0.71,0.01,4740.0,100.0
Kepler-1140 b,,,24.086271,2.710331,0.43892,0.148967,0.002613,11.970986,1.191241,0.76,0.04,0.73,0.04,4850.0,53.07
Kepler-1150 b,,,2.787868,0.998543,0.054865,0.03538,0.000466,190.582058,21.059947,0.76,0.04,0.72,0.03,4754.0,80.38
Kepler-1157 b,,,4.457432,1.064381,0.197514,0.048376,0.000637,93.016349,9.309752,0.76,0.04,0.71,0.03,4679.0,58.05
Kepler-1190 b,,,10.458434,1.305787,0.10973,0.085419,0.001124,32.040355,2.247602,0.76,0.04,0.72,0.04,4730.0,39.96
Kepler-1353 b,,,24.754397,1.766653,0.362109,0.151709,0.002662,10.558344,1.865732,0.76,0.05,0.72,0.04,4776.0,158.62
Kepler-1363 b,,,2.941941,1.228976,0.087784,0.036672,0.000643,190.422771,27.474693,0.76,0.05,0.72,0.04,4839.0,109.75
Kepler-1520 b,,,0.653554,5.651095,0.296271,0.013451,0.000177,1201.032025,135.812704,0.76,0.04,0.71,0.03,4677.0,82.29
Kepler-1565 b,,,1.538188,1.163138,0.120703,0.0238,0.000418,504.759062,67.033338,0.76,0.06,0.73,0.06,4940.0,81.88
Kepler-444 b,,,3.600105,0.395028,0.010973,0.04178,0.00079,188.221552,14.06291,0.76,0.04,0.75,0.01,5046.0,74.0
Kepler-444 c,,,4.545884,0.482812,0.021946,0.04881,0.00093,137.907729,10.324016,0.76,0.04,0.75,0.01,5046.0,74.0
Kepler-444 d,,,6.189392,0.515731,0.021946,0.06,0.0011,91.264887,6.766286,0.76,0.04,0.75,0.01,5046.0,74.0
Kepler-444 e,,,7.743493,0.537677,0.021946,0.0696,0.0013,67.824678,5.05175,0.76,0.04,0.75,0.01,5046.0,74.0
Kepler-444 f,,,9.740486,0.724218,0.043892,0.0811,0.0015,49.953338,3.711538,0.76,0.04,0.75,0.01,5046.0,74.0
Kepler-693 b,,,15.375633,9.963484,0.757137,0.110441,0.001938,21.73366,2.89514,0.76,0.05,0.72,0.04,4881.0,78.78
Kepler-742 b,,,8.360868,3.171197,0.164595,0.073577,0.000968,38.953403,2.798519,0.76,0.04,0.71,0.03,4642.0,44.03
Kepler-808 b,,,0.631332,1.42649,0.076811,0.013145,0.000173,1232.106311,93.975277,0.76,0.05,0.71,0.04,4653.0,57.3
Kepler-968 b,,,3.692984,1.953194,0.076811,0.042674,0.000561,108.354118,7.660117,0.76,0.04,0.7,0.03,4598.0,38.88
Kepler-968 c,,,5.709405,1.656923,0.076811,0.057056,0.000751,60.612308,4.285,0.76,0.04,0.7,0.03,4598.0,38.88
WASP-145 A b,,,1.769038,9.8757,4.3892,0.0261,0.0005,352.54604,85.523682,0.76,0.04,0.68,0.07,4900.0,150.0
WASP-71 b,,,2.90367,12.94814,1.31676,0.036353,0.004305,3025.366059,975.929061,0.76,0.27,1.82,0.19,6050.0,100.0
HAT-P-18 b,,,5.508023,10.918135,0.570596,0.0559,0.0007,86.306592,11.067423,0.77,0.03,0.75,0.04,4803.0,80.0
K2-48 b,,,20.5065,2.1946,0.230433,0.1344,0.0012,15.309875,1.314982,0.77,0.02,0.73,0.02,4899.0,78.0
K2-59 b,,,20.6921,2.359195,0.307244,0.1354,0.0043,17.09967,3.676615,0.77,0.07,0.73,0.07,5055.0,93.0
K2-59 c,,,11.2954,2.249465,0.285298,0.0905,0.0028,38.27612,8.211489,0.77,0.07,0.73,0.07,5055.0,93.0
K2-62 b,,,6.67202,2.095843,0.208487,0.0636,0.0014,67.314014,15.357316,0.77,0.05,0.73,0.05,4880.0,216.0
K2-62 c,,,16.1966,2.095843,0.21946,0.1148,0.0025,20.660268,4.711656,0.77,0.05,0.73,0.05,4880.0,216.0
Kepler-1032 b,,,3.290118,1.832491,0.098757,0.039683,0.000515,134.488146,10.647292,0.77,0.03,0.71,0.02,4647.0,84.37
Kepler-1242 b,,,13.627984,2.216546,0.131676,0.10235,0.001772,27.039001,3.02983,0.77,0.04,0.74,0.04,4895.0,84.63
Kepler-1335 b,,,6.264068,1.415517,0.098757,0.060959,0.001056,76.723357,7.956382,0.77,0.04,0.74,0.04,4903.0,66.92
Kepler-1430 b,,,2.46051,1.152165,0.087784,0.032695,0.000566,231.156852,17.606707,0.77,0.05,0.72,0.04,4796.0,59.94
Kepler-1492 b,,,16.75255,1.459409,0.274325,0.117451,0.001525,16.69053,1.280228,0.77,0.04,0.72,0.03,4712.0,72.63
Kepler-1503 b,,,96.16987,2.227519,0.230433,0.376554,0.008151,2.297167,0.368686,0.77,0.07,0.74,0.07,5069.0,95.03
Kepler-167 b,,,4.393163,1.580112,0.043892,0.0483,0.0025,117.674295,11.547956,0.77,0.03,0.73,0.02,4890.0,50.0
Kepler-167 c,,,7.406114,1.514274,0.043892,0.0684,0.024,58.676427,41.371436,0.77,0.03,0.73,0.02,4890.0,50.0
Kepler-167 d,,,21.803855,1.174111,0.043892,0.1405,0.0071,13.906672,1.372542,0.77,0.03,0.73,0.02,4890.0,50.0
Kepler-167 e,,,1071.23228,9.941538,0.230433,1.89,0.067,0.076851,0.007061,0.77,0.03,0.73,0.02,4890.0,50.0
Kepler-687 b,,,20.50587,3.445522,0.197514,0.134396,0.002327,14.59846,1.718643,0.77,0.04,0.73,0.04,4841.0,93.0
Kepler-785 b,,,1.973761,12.750626,0.515731,0.028227,0.000367,287.494393,33.219063,0.77,0.04,0.71,0.03,4739.0,115.49
Kepler-925 b,,,33.867853,2.293357,0.647407,0.187785,0.002439,6.315724,0.645828,0.77,0.04,0.72,0.03,4673.0,104.92
Kepler-951 b,,,71.525308,5.475527,0.252379,0.309106,0.005352,2.743792,0.31314,0.77,0.04,0.73,0.03,4834.0,91.65
Kepler-960 b,,,3.126862,2.238492,0.241406,0.03836,0.000498,162.260942,11.434235,0.77,0.04,0.72,0.03,4755.0,41.26
NGTS-6 b,,,0.882059,14.550198,1.228976,0.01677,0.00032,901.977439,53.757306,0.77,0.03,0.75,0.01,4730.0,44.0
WASP-100 b,,,2.84938,14.59409,1.53622,0.036055,0.006555,3872.164058,1636.482961,0.77,0.42,1.57,0.16,6900.0,120.0
WASP-29 b,,,3.92273,8.44921,0.76811,0.04462,0.004829,149.920085,45.935504,0.77,0.25,0.79,0.07,4800.0,150.0
K2-8 b,,,10.35239,3.500387,0.691299,0.0856,0.0014,37.872717,4.667107,0.78,0.04,0.74,0.04,4870.0,60.0
K2-8 c,,,5.06416,2.359195,0.318217,0.0532,0.0009,98.050707,12.112652,0.78,0.04,0.74,0.04,4870.0,60.0
Kepler-1120 b,,,2.949029,1.349679,0.087784,0.03705,0.000633,207.865562,21.805888,0.78,0.04,0.74,0.04,4904.0,70.02
Kepler-1197 b,,,2.032318,1.228976,0.087784,0.028907,0.000247,274.606695,17.274264,0.78,0.03,0.72,0.01,4708.0,63.31
Kepler-1228 b,,,0.57737,1.503301,0.131676,0.012492,0.000267,2077.364043,332.978275,0.78,0.06,0.74,0.07,5063.0,94.76
Kepler-1254 b,,,9.991133,1.514274,0.120703,0.083576,0.001429,44.804281,4.338715,0.78,0.05,0.75,0.05,4985.0,53.0
Kepler-1254 c,,,3.600843,1.272868,0.120703,0.042326,0.000724,174.689564,16.916424,0.78,0.05,0.75,0.05,4985.0,53.0
Kepler-1254 d,,,5.727172,1.283841,0.10973,0.057672,0.000986,94.091886,9.111582,0.78,0.05,0.75,0.05,4985.0,53.0
Kepler-1324 b,,,4.115845,1.481355,0.087784,0.046271,0.000593,116.675682,8.821703,0.78,0.04,0.73,0.03,4776.0,70.56
Kepler-1359 b,,,59.497095,2.765196,0.43892,0.274579,0.00352,3.046081,0.22166,0.78,0.04,0.72,0.02,4709.0,55.6
Kepler-1459 b,,,62.869161,1.327733,0.098757,0.284858,0.003652,3.303479,0.22923,0.78,0.04,0.74,0.03,4828.0,42.43
Kepler-1577 b,,,6.305602,1.108273,0.10973,0.061492,0.001051,72.908327,8.167536,0.78,0.04,0.74,0.03,4862.0,84.27
Kepler-531 b,,,29.884857,2.721304,0.186541,0.173502,0.002224,9.64964,0.684038,0.78,0.03,0.75,0.02,4893.0,49.34
Kepler-533 b,,,28.511205,3.313846,0.318217,0.168143,0.001437,8.466384,0.470378,0.78,0.03,0.72,0.02,4758.0,53.5
Kepler-547 b,,,6.010384,3.917361,0.307244,0.059558,0.000764,73.541831,5.075804,0.78,0.04,0.73,0.04,4828.0,46.81
Kepler-577 b,,,25.695783,2.490871,0.373082,0.156883,0.002682,12.03644,1.183824,0.78,0.04,0.73,0.04,4984.0,52.11
Kepler-842 b,,,1.219568,1.569139,0.087784,0.020566,0.000352,627.062267,64.109081,0.78,0.04,0.73,0.04,4848.0,65.37
Kepler-900 b,,,6.991309,2.040978,0.32919,0.065873,0.000845,60.515819,6.689245,0.78,0.04,0.73,0.03,4836.0,83.81
Kepler-935 b,,,4.880839,1.31676,0.076811,0.05184,0.000886,97.22941,10.533609,0.78,0.04,0.73,0.04,4830.0,87.15
WASP-183 b,,,4.111777,16.13031,10.31462,0.04632,0.00075,253.253454,28.249501,0.78,0.04,0.87,0.04,5313.0,72.0
HD 189733 b,,,2.218576,12.39949,0.10973,0.030777,0.001039,348.506781,25.679227,0.79,0.08,0.75,0.01,5052.0,16.0
